Title,ReleaseDate,GenreName,Director,LeadActors,SupportingActors,Language,Runtime,Budget,BoxOfficeRevenue,Rating,ReleaseType
Robots,10/03/2005,Comedy,Chris Wedge,Ewan McGregor:Robin Williams:Halle Berry,Amanda Bynes:Mel Brooks:Jim Broadbent,English,91,75000000,262511490,6.438,PG
Good Burger 2,22/11/2023,Comedy,Phil Traill,Kel Mitchell:Kenan Thompson:Lil Rel Howery,Kamaia Fairburn:Jillian Bell:Alex Hibbert,English,91,0,0,6.873,PG
No Hard Feelings,15/06/2023,Comedy,Gene Stupnitsky,Jennifer Lawrence:Andrew Barth Feldman:Laura Benanti,Natalie Morales:Matthew Broderick:Scott MacArthur,English,104,45000000,83000000,6.854,R
Ted,29/06/2012,Comedy,Seth MacFarlane,Mark Wahlberg:Mila Kunis:Seth MacFarlane,Joel McHale:Giovanni Ribisi:Patrick Warburton,English,107,50000000,549368315,6.421,R
The School for Good and Evil,19/10/2022,Comedy,Paul Feig,Sofia Wylie:Sophia Anne Caruso:Kerry Washington,Charlize Theron:Laurence Fishburne:Michelle Yeoh,English,146,0,0,7.075,PG-13
Flushed Away,22/10/2006,Comedy,David Bowers,Hugh Jackman:Kate Winslet:Ian McKellen,Jean Reno:Bill Nighy:Andy Serkis,English,84,149000000,178120010,6.275,PG
Sausage Party,11/07/2016,Comedy,Conrad Vernon,Seth Rogen:Kristen Wiig:Jonah Hill,Bill Hader:Michael Cera:James Franco,English,89,19000000,140705322,5.745,R
Ice Age: Dawn of the Dinosaurs,26/06/2009,Comedy,Carlos Saldanha,Ray Romano:John Leguizamo:Denis Leary,Queen Latifah:Simon Pegg:Seann William Scott,English,94,90000000,886686817,6.746,PG
The Smurfs: A Christmas Carol,02/12/2011,Comedy,Troy Quane,Jack Angel:Fred Armisen:Hank Azaria,Gary Basaraba:George Lopez:Melissa Sturm,English,22,0,0,6.7,PG
American Fiction,10/11/2023,Comedy,Cord Jefferson,Jeffrey Wright:John Ortiz:Erika Alexander,Leslie Uggams:Sterling K. Brown:Skyler Wright,English,117,16000000,21976115,7.331,R
May December,16/11/2023,Comedy,Todd Haynes,Natalie Portman:Julianne Moore:Charles Melton,Cory Michael Smith:Elizabeth Yu:Gabriel Chung,English,117,20000000,4232370,6.749,R
Players,13/02/2024,Comedy,Trish Sie,Gina Rodriguez:Damon Wayans Jr.:Tom Ellis,Augustus Prew:Joel Courtney:Liza Koshy,English,105,0,0,6.07,R
Willy Wonka & the Chocolate Factory,29/06/1971,Comedy,Mel Stuart,Peter Ostrum:Gene Wilder:Jack Albertson,Nora Denney:Roy Kinnear:Julie Dawn Cole,English,99,3000000,4000000,7.501,G
Hidden Strike,06/07/2023,Comedy,Scott Waugh,Jackie Chan:John Cena:Ma Chunrui,Jiang Wenli:Xu Jia:Gong Jun,English,103,80000000,0,6.992,PG-13
Police Academy,22/03/1984,Comedy,Hugh Wilson,Steve Guttenberg:Kim Cattrall:G.W. Bailey,Bubba Smith:Donovan Scott:George Gaynes,English,97,4500000,81198894,6.671,R
Virgin Territory,17/12/2007,Comedy,David Leland,Hayden Christensen:Mischa Barton:Kate Groombridge,Rosalind Halstead:Tim Roth:Matthew Rhys,English,93,38000000,5410749,4.713,R
Hercules,20/06/1997,Comedy,Ron Clements,Tate Donovan:Josh Keaton:Roger Bart,Danny DeVito:James Woods:Susan Egan,English,93,85000000,252712101,7.505,G
Through My Window: Across the Sea,23/06/2023,Comedy,Marçal Forés,Clara Galle:Julio Pena:Guillermo Lasheras,Natalia Azahara:Hugo Arbues:Eric Masip,Spanish,110,0,0,6.526,R
Despicable Me,08/07/2010,Comedy,Pierre Coffin,Steve Carell:Miranda Cosgrove:Dana Gaier,Elsie Fisher:Jason Segel:Russell Brand,English,95,69000000,533700000,7.234,PG
The Menu,17/11/2022,Comedy,Mark Mylod,Anya Taylor-Joy:Ralph Fiennes:Nicholas Hoult,Janet McTeer:Paul Adelstein:Rob Yang,English,107,35000000,79628200,7.2,R
Central Intelligence,16/06/2016,Comedy,Rawson Marshall Thurber,Dwayne Johnson:Kevin Hart:Amy Ryan,Danielle Nicolet:Jason Bateman:Aaron Paul,English,107,50000000,216972543,6.413,PG-13
Which Brings Me to You,08/12/2023,Comedy,Peter Hutchings,Lucy Hale:Nat Wolff:John Gallagher Jr.,Britne Oldford:Genevieve Angelson:Alexander Hodge,English,98,0,0,5.9,PG-13
Bolt,21/11/2008,Comedy,Chris Williams,John Travolta:Susie Essman:Mark Walton,Malcolm McDowell:Miley Cyrus:James Lipton,English,98,150000000,309979994,6.505,PG
The Idea of You,16/03/2024,Comedy,Michael Showalter,Anne Hathaway:Nicholas Galitzine:Ella Rubin,Annie Mumolo:Reid Scott:Perry Mattfeld,English,115,0,0,9.3,R
The Croods: A New Age,25/11/2020,Comedy,Joel Crawford,Nicolas Cage:Emma Stone:Ryan Reynolds,Catherine Keener:Cloris Leachman:Clark Duke,English,95,65000000,215905815,7.497,PG
The Devil Wears Prada,29/06/2006,Comedy,David Frankel,Anne Hathaway:Meryl Streep:Emily Blunt,Stanley Tucci:Simon Baker:Adrian Grenier,English,109,35000000,326706115,7.394,PG-13
Weeding Night,07/03/2024,Comedy,Osvaldo Benavides,Osvaldo Benavides:Ludwika Paleta:Marcela Guirado,Fernando Álvarez Rebeil:Ricardo Polanco:Daniel Tovar,Spanish,0,0,0,6,
Wreck-It Ralph,01/11/2012,Comedy,Rich Moore,John C. Reilly:Sarah Silverman:Jack McBrayer,Alan Tudyk:Jane Lynch:Rich Moore,English,101,165000000,471222889,7.336,PG
Men in Black,02/07/1997,Comedy,Barry Sonnenfeld,Tommy Lee Jones:Will Smith:Linda Fiorentino,Vincent D'Onofrio:Rip Torn:Tony Shalhoub,English,98,90000000,589400000,7.191,PG-13
Blended,21/05/2014,Comedy,Frank Coraci,Adam Sandler:Drew Barrymore:Kevin Nealon,Terry Crews:Wendi McLendon-Covey:Bella Thorne,English,117,40000000,128000000,6.876,PG-13
Rango,02/03/2011,Comedy,Gore Verbinski,Johnny Depp:Isla Fisher:Ned Beatty,Bill Nighy:Abigail Breslin:Alfred Molina,English,107,135000000,245700000,6.837,PG
Tropic Thunder,09/08/2008,Comedy,Ben Stiller,Ben Stiller:Robert Downey Jr.:Jack Black,Jay Baruchel:Brandon T. Jackson:Brandon Soo Hoo,English,107,92000000,195702811,6.658,R
Fright Night,02/08/1985,Comedy,Tom Holland,Chris Sarandon:William Ragsdale:Amanda Bearse,Roddy McDowall:Stephen Geoffreys:Jonathan Stark,English,107,9000000,24922237,7.038,R
Ghostbusters,08/06/1984,Comedy,Ivan Reitman,Bill Murray:Dan Aykroyd:Sigourney Weaver,Harold Ramis:Rick Moranis:Annie Potts,English,107,30000000,296187079,7.48,PG
Trainwreck,17/07/2015,Comedy,Judd Apatow,Amy Schumer:Bill Hader:Brie Larson,Colin Quinn:LeBron James:John Cena,English,125,35000000,140795793,5.799,R
PAW Patrol: The Movie,09/08/2021,Comedy,Cal Brunker,Iain Armitage:Lilly Bartlam:Will Brisbin,Ron Pardo:Marsai Martin:Yara Shahidi,English,86,26000000,144327371,7.411,G
Violent Night,30/11/2022,Comedy,Tommy Wirkola,David Harbour:John Leguizamo:Beverly D'Angelo,Alex Hassell:Alexis Louder:Edi Patterson,English,111,20000000,75734910,7.375,R
Cocaine Bear,22/02/2023,Comedy,Elizabeth Banks,Keri Russell:Alden Ehrenreich:O'Shea Jackson Jr.,Ray Liotta:Isiah Whitlock Jr.:Brooklynn Prince,English,95,32500000,87649532,6.1,R
The Ice Age Adventures of Buck Wild,28/01/2022,Comedy,John C. Donkin,Simon Pegg:Vincent Tong:Aaron Harris,Utkarsh Ambudkar:Justina Milagros Machado:Sean Kenin,English,82,0,0,6.639,PG
Piranha 3D,20/08/2010,Comedy,Alexandre Aja,Elisabeth Shue:Jerry O'Connell:Steven R. McQueen,Jessica Szohr:Kelly Brook:Ving Rhames,English,88,24000000,83188165,5.408,R
Tom & Jerry,10/02/2021,Comedy,Tim Story,Chloë Grace Moretz:Michael Peña:Colin Jost,Rob Delaney:Ken Jeong:Pallavi Sharda,English,101,50000000,136536687,6.814,PG
Norbit,08/02/2007,Comedy,Brian Robbins,Eddie Murphy:Thandiwe Newton:Terry Crews,Clifton Powell:Lester Speight:Cuba Gooding Jr.,English,102,10000000,159814490,5.586,PG-13
Haunted Mansion,26/07/2023,Comedy,Justin Simien,Rosario Dawson:Chase W. Dillon:LaKeith Stanfield,Owen Wilson:Tiffany Haddish:Danny DeVito,English,123,157800000,117300000,6.545,PG-13
Ice Age: The Meltdown,29/03/2006,Comedy,Carlos Saldanha,Ray Romano:John Leguizamo:Denis Leary,Queen Latifah:Seann William Scott:Josh Peck,English,91,80000000,660998756,6.698,PG
Back to the Future,03/07/1985,Comedy,Robert Zemeckis,Michael J. Fox:Christopher Lloyd:Crispin Glover,Lea Thompson:Claudia Wells:Thomas F. Wilson,English,116,19000000,381109762,8.317,PG
The Addams Family,10/10/2019,Comedy,Conrad Vernon,Oscar Isaac:Charlize Theron:Chloë Grace Moretz,Finn Wolfhard:Nick Kroll:Snoop Dogg,English,86,40000000,204394183,6.621,PG
Planes,09/08/2013,Comedy,Klay Hall,Dane Cook:Carlos Alazraqui:Val Kilmer,Julia Louis-Dreyfus:Brad Garrett:Teri Hatcher,English,91,50000000,219788712,5.9,PG
Hustlers,12/09/2019,Comedy,Lorene Scafaria,Constance Wu:Jennifer Lopez:Julia Stiles,Keke Palmer:Lili Reinhart:Mercedes Ruehl,English,110,20000000,157600000,6.5,R
Onward,29/02/2020,Comedy,Dan Scanlon,Tom Holland:Chris Pratt:Julia Louis-Dreyfus,Octavia Spencer:Mel Rodriguez:Kyle Bornheimer,English,103,200000000,141940042,7.703,PG
Scoob!,08/07/2020,Comedy,Tony Cervone,Amanda Seyfried:Christina Hendricks:Frank Welker,Mckenna Grace:Gina Rodriguez:Justina Milagros Machado,English,93,90000000,28600000,7.082,PG
Kingsman: The Golden Circle,20/09/2017,Comedy,Matthew Vaughn,Colin Firth:Julianne Moore:Taron Egerton,Mark Strong:Halle Berry:Pedro Pascal,English,141,104000000,410900000,6.967,R
Shark Tale,20/09/2004,Comedy,Vicky Jenson,Will Smith:Robert De Niro:Renée Zellweger,Jack Black:Angelina Jolie:Ziggy Marley,English,90,75000000,367300000,6.025,PG
Hocus Pocus,16/07/1993,Comedy,Kenny Ortega,Bette Midler:Sarah Jessica Parker:Kathy Najimy,Omri Katz:Thora Birch:Vinessa Shaw,English,96,28000000,50800000,7.055,PG
Zoolander,28/09/2001,Comedy,Ben Stiller,Ben Stiller:Owen Wilson:Christine Taylor,Will Ferrell:Milla Jovovich:Jerry Stiller,English,90,28000000,60800000,6.204,PG-13
Little Man,31/08/2006,Comedy,Keenen Ivory Wayans,Marlon Wayans:Shawn Wayans:Kerry Washington,John Witherspoon:Tracy Morgan:Lochlyn Munro,English,98,64000000,101600000,5.88,PG-13
The Intern,23/09/2015,Comedy,Nancy Meyers,Robert De Niro:Anne Hathaway:Rene Russo,Anders Holm:JoJo Kushner:Andrew Rannells,English,121,35000000,194564672,7.202,PG-13
Hocus Pocus 2,30/09/2022,Comedy,Anne Fletcher,Bette Midler:Sarah Jessica Parker:Kathy Najimy,Whitney Peak:Belissa Escobedo:Lilia Buckingham,English,107,30000000,0,7.3,PG
Gifted,07/04/2017,Comedy,Marc Webb,Chris Evans:Mckenna Grace:Lindsay Duncan,Jenny Slate:Octavia Spencer:Glenn Plummer,English,101,7000000,40300000,8.032,PG-13
Army of Thieves,27/10/2021,Comedy,Matthias Schweighöfer,Matthias Schweighöfer:Nathalie Emmanuel:Ruby O. Fee,Stuart Martin:Guz Khan:Jonathan Cohen,English,127,30000000,46900000,6.852,R
Logan Lucky,17/08/2017,Comedy,Steven Soderbergh,Channing Tatum:Adam Driver:Daniel Craig,Riley Keough:Katie Holmes:Katherine Waterston,English,118,29000000,48453605,6.731,PG-13
RED,13/10/2010,Comedy,Robert Schwentke,Bruce Willis:John Malkovich:Morgan Freeman,Helen Mirren:Mary-Louise Parker:Karl Urban,English,111,58000000,199000000,6.693,PG-13
Operation Fortune: Ruse de Guerre,04/01/2023,Comedy,Guy Ritchie,Jason Statham:Aubrey Plaza:Josh Hartnett,Hugh Grant:Cary Elwes:Bugzy Malone,English,114,50000000,37800000,6.54,R
